person,person_qid,personLabel,birthDate,birthYear,occupation_ids,occupation_labels
http://www.wikidata.org/entity/Q2960925,Q2960925,Charlotte-Catherine Cosson de La Cressonnière,1740-06-04T00:00:00Z,1740,Q49757 | Q36180,poète ou poétesse | écrivain ou écrivaine
http://www.wikidata.org/entity/Q2961027,Q2961027,Charlotte de Bournon,1753-02-14T00:00:00Z,1753,Q36180,écrivain ou écrivaine
http://www.wikidata.org/entity/Q296244,Q296244,Vittorio Alfieri,1749-01-16T00:00:00Z,1749,Q214917 | Q49757 | Q36180 | Q33999 | Q333634 | Q2259451 | Q4964182 | Q1792450 | Q2478141,dramaturge | poète ou poétesse | écrivain ou écrivaine | acteur ou actrice | traducteur ou traductrice | acteur ou actrice de théâtre | philosophe | historien ou historienne de l'art | aristocrate
http://www.wikidata.org/entity/Q2964050,Q2964050,Chiyo-ni,1703-01-01T00:00:00Z,1703,Q36180 | Q11386386 | Q1028181,écrivain ou écrivaine | auteur de haïkus | artiste peintre
http://www.wikidata.org/entity/Q29642,Q29642,Johann Wilhelm Ludwig von Luce,1756-09-05T00:00:00Z,1756,Q36180 | Q2004963 | Q1483709 | Q2259532,écrivain ou écrivaine | numismate | propriétaire terrien ou propriétaire terrienne | clerc
http://www.wikidata.org/entity/Q29643548,Q29643548,Abigail Franks,1696-01-01T00:00:00Z,1696,Q36180,écrivain ou écrivaine
http://www.wikidata.org/entity/Q2965864,Q2965864,Christina Charlotta Cederström,1760-03-02T00:00:00Z,1760,Q483501 | Q482980 | Q36834 | Q1028181 | Q36180 | Q333634,artiste | auteur | compositeur ou compositrice | artiste peintre | écrivain ou écrivaine | traducteur ou traductrice
http://www.wikidata.org/entity/Q2966058,Q2966058,Christoph Schmidt-Phiseldeck,1740-01-01T00:00:00Z,1740,Q201788 | Q1622272 | Q182436 | Q36180 | Q185351 | Q635734,historien ou historienne | professeur d'université | bibliothécaire | écrivain ou écrivaine | juriste | archiviste
http://www.wikidata.org/entity/Q2966687,Q2966687,Christóphoros Perrevós,1773-01-01T00:00:00Z,1773,Q36180 | Q82955 | Q47064 | Q201788,écrivain ou écrivaine | personnalité politique | militaire | historien ou historienne
http://www.wikidata.org/entity/Q2967451,Q2967451,Chrétien-Siméon Le Prévost d'Iray,1768-06-13T00:00:00Z,1768,Q49757 | Q214917,poète ou poétesse | dramaturge
http://www.wikidata.org/entity/Q2972,Q2972,John Barrow,1764-06-19T00:00:00Z,1764,Q11900058 | Q901402 | Q201788 | Q36180 | Q2374149 | Q1734662,explorateur ou exploratrice | géographe | historien ou historienne | écrivain ou écrivaine | botaniste | cartographe
http://www.wikidata.org/entity/Q29748,Q29748,Stanisław Trembecki,1739-05-08T00:00:00Z,1739,Q49757 | Q36180,poète ou poétesse | écrivain ou écrivaine
http://www.wikidata.org/entity/Q2975165,Q2975165,Clairval,1735-11-07T00:00:00Z,1735,Q33999 | Q8178443 | Q2865819,acteur ou actrice | librettiste | artiste lyrique
http://www.wikidata.org/entity/Q2976661,Q2976661,Claude-Auguste Dorion,1768-02-14T00:00:00Z,1768,Q49757,poète ou poétesse
http://www.wikidata.org/entity/Q2976697,Q2976697,Claude-François Fillette-Loraux,1757-01-01T00:00:00Z,1757,Q36180 | Q8178443 | Q214917,écrivain ou écrivaine | librettiste | dramaturge
http://www.wikidata.org/entity/Q2976705,Q2976705,Claude-François de Lezay-Marnésia,1735-08-26T00:00:00Z,1735,Q82955 | Q49757 | Q36180 | Q131512 | Q744738 | Q47064,personnalité politique | poète ou poétesse | écrivain ou écrivaine | agriculteur ou agricultrice | encyclopédiste | militaire
http://www.wikidata.org/entity/Q2976734,Q2976734,Claude-Henri de Fusée de Voisenon,1708-07-08T00:00:00Z,1708,Q36180 | Q214917 | Q8178443,écrivain ou écrivaine | dramaturge | librettiste
http://www.wikidata.org/entity/Q2976784,Q2976784,Claude-Marie-Louis-Emmanuel Carbon de Flins Des Oliviers,1758-12-24T00:00:00Z,1758,Q214917,dramaturge
http://www.wikidata.org/entity/Q2976791,Q2976791,Claude-Marie Guyétand,1748-01-01T00:00:00Z,1748,Q36180,écrivain ou écrivaine
http://www.wikidata.org/entity/Q2976792,Q2976792,Claude-Marie Le Laé,1745-04-08T00:00:00Z,1745,Q185351 | Q40348 | Q36180 | Q16009129,juriste | avocat ou avocate | écrivain ou écrivaine | magistrat ou magistrate
http://www.wikidata.org/entity/Q2976799,Q2976799,Claude-Mathieu Olivier,1701-09-21T00:00:00Z,1701,Q49757,poète ou poétesse
http://www.wikidata.org/entity/Q2976825,Q2976825,Claude-Pierre Patu,1729-10-01T00:00:00Z,1729,Q49757 | Q214917 | Q333634,poète ou poétesse | dramaturge | traducteur ou traductrice
http://www.wikidata.org/entity/Q2976835,Q2976835,Claude-Pierre Goujet,1697-10-19T00:00:00Z,1697,Q201788 | Q864380,historien ou historienne | biographe
http://www.wikidata.org/entity/Q2976953,Q2976953,Claude Barolet,1690-01-01T00:00:00Z,1690,Q36180 | Q4594605 | Q189010 | Q215536,écrivain ou écrivaine | magistrat ou magistrate | notaire | marchand ou marchande
http://www.wikidata.org/entity/Q2977077,Q2977077,Claude Boutet,1700-01-01T00:00:00Z,1700,Q1028181 | Q36180,artiste peintre | écrivain ou écrivaine
http://www.wikidata.org/entity/Q2977393,Q2977393,Claude Fournier l'Américain,1745-12-21T00:00:00Z,1745,Q36180,écrivain ou écrivaine
http://www.wikidata.org/entity/Q2977397,Q2977397,Claude François Beaulieu,1754-01-01T00:00:00Z,1754,Q1930187 | Q36180 | Q201788,journaliste | écrivain ou écrivaine | historien ou historienne
http://www.wikidata.org/entity/Q2977416,Q2977416,Claude François du Verdier de La Sorinière,1701-02-25T00:00:00Z,1701,Q36180 | Q49757,écrivain ou écrivaine | poète ou poétesse
http://www.wikidata.org/entity/Q2977427,Q2977427,Claude Fyot de Mimeure,1763-04-11T00:00:00Z,1763,Q4594605 | Q36180,magistrat ou magistrate | écrivain ou écrivaine
http://www.wikidata.org/entity/Q2977480,Q2977480,Claude Godard d'Aucour de Saint-Just,1769-07-14T00:00:00Z,1769,Q8178443,librettiste
http://www.wikidata.org/entity/Q2977548,Q2977548,Claude Hochet,1772-11-24T00:00:00Z,1772,Q185351 | Q1930187 | Q82955 | Q36180,juriste | journaliste | personnalité politique | écrivain ou écrivaine
http://www.wikidata.org/entity/Q297785,Q297785,"Marie Anne de Vichy-Chamrond, marquise du Deffand",1696-09-25T00:00:00Z,1696,Q381353 | Q3068305 | Q3589292 | Q36180,femme de lettres | salonnier ou salonnière | épistolière | écrivain ou écrivaine
http://www.wikidata.org/entity/Q2977955,Q2977955,Claude Philippe Viville,1770-01-01T00:00:00Z,1770,Q864380 | Q599151,biographe | haut fonctionnaire ou haute fonctionnaire
http://www.wikidata.org/entity/Q2978291,Q2978291,Claude d'Arvisenet,1755-01-01T00:00:00Z,1755,Q36180,écrivain ou écrivaine
http://www.wikidata.org/entity/Q2978890,Q2978890,Clemente Bondi,1742-06-27T00:00:00Z,1742,Q14467526 | Q182436 | Q333634 | Q49757 | Q36180,linguiste | bibliothécaire | traducteur ou traductrice | poète ou poétesse | écrivain ou écrivaine
http://www.wikidata.org/entity/Q2979786,Q2979786,Iain Mhic Fhearchair,1693-01-01T00:00:00Z,1693,Q49757,poète ou poétesse
http://www.wikidata.org/entity/Q2983199,Q2983199,Zaharija Stefanović Orfelin,1726-01-01T00:00:00Z,1726,Q201788 | Q49757 | Q131416318,historien ou historienne | poète ou poétesse | Church Slavonic writers
http://www.wikidata.org/entity/Q29860330,Q29860330,Giuseppe Fabiani,1720-01-01T00:00:00Z,1720,Q36180,écrivain ou écrivaine
http://www.wikidata.org/entity/Q2994823,Q2994823,Constance de Lowendal,1742-02-08T00:00:00Z,1742,Q36180,écrivain ou écrivaine
http://www.wikidata.org/entity/Q2994851,Q2994851,Constant Dubos,1768-01-01T00:00:00Z,1768,Q49757 | Q333634,poète ou poétesse | traducteur ou traductrice
http://www.wikidata.org/entity/Q29954635,Q29954635,Jan Józef Hawštyn Hauptmann,1709-02-11T00:00:00Z,1709,Q36180 | Q4504549,écrivain ou écrivaine | religieux ou religieuse
http://www.wikidata.org/entity/Q29954639,Q29954639,Q29954639,1766-05-10T00:00:00Z,1766,Q36180 | Q37226,écrivain ou écrivaine | enseignant ou enseignante
http://www.wikidata.org/entity/Q29960336,Q29960336,Cosimo Betti,1727-03-28T00:00:00Z,1727,Q4594605 | Q49757,magistrat ou magistrate | poète ou poétesse
http://www.wikidata.org/entity/Q29961816,Q29961816,Q29961816,1763-01-01T00:00:00Z,1763,Q1231865 | Q36180,pédagogue | écrivain ou écrivaine
http://www.wikidata.org/entity/Q2997224,Q2997224,Alexandre Ablessimov,1742-09-07T00:00:00Z,1742,Q8178443 | Q1930187 | Q9334029 | Q214917 | Q47064 | Q49757,librettiste | journaliste | satiriste | dramaturge | militaire | poète ou poétesse
http://www.wikidata.org/entity/Q2997612,Q2997612,Cornélie Wouters de Vassé,1737-10-14T00:00:00Z,1737,Q36180 | Q333634 | Q4964182,écrivain ou écrivaine | traducteur ou traductrice | philosophe
http://www.wikidata.org/entity/Q2998338,Q2998338,Gyurchin Kokale,1775-01-01T00:00:00Z,1775,Q215536 | Q82955 | Q15472169 | Q36180,marchand ou marchande | personnalité politique | mécène | écrivain ou écrivaine
http://www.wikidata.org/entity/Q30082261,Q30082261,Q30082261,1756-01-01T00:00:00Z,1756,Q36180,écrivain ou écrivaine
http://www.wikidata.org/entity/Q3008891,Q3008891,Cyprien Despourrins,1698-01-01T00:00:00Z,1698,Q36180,écrivain ou écrivaine
http://www.wikidata.org/entity/Q3009168,Q3009168,Cyrille Rigaud,1750-01-28T00:00:00Z,1750,Q182436 | Q49757 | Q214917 | Q822146 | Q753110 | Q333634 | Q36180 | Q6673651 | Q39631 | Q81708330,bibliothécaire | poète ou poétesse | dramaturge | parolier ou parolière | auteur-compositeur ou autrice-compositrice | traducteur ou traductrice | écrivain ou écrivaine | homme ou femme de lettres | médecin | professeur de lettres
http://www.wikidata.org/entity/Q30099379,Q30099379,Lamberto de Zaragoza,1711-01-01T00:00:00Z,1711,Q4964182 | Q1234713 | Q36180 | Q12859263,philosophe | théologien ou théologienne | écrivain ou écrivaine | orateur ou oratrice
http://www.wikidata.org/entity/Q30101220,Q30101220,Nikolai Schatrow,1765-01-01T00:00:00Z,1765,Q49757,poète ou poétesse
http://www.wikidata.org/entity/Q301210,Q301210,Antoine Léonard Thomas,1732-10-01T00:00:00Z,1732,Q49757 | Q4263842,poète ou poétesse | critique littéraire
http://www.wikidata.org/entity/Q30126093,Q30126093,Girolamo Orti Manara,1769-12-19T00:00:00Z,1769,Q6673651 | Q49757,homme ou femme de lettres | poète ou poétesse
http://www.wikidata.org/entity/Q30127877,Q30127877,Amable Faucon,1724-09-21T00:00:00Z,1724,Q49757,poète ou poétesse
http://www.wikidata.org/entity/Q30146133,Q30146133,François-Bernard Cocquard,1700-01-04T00:00:00Z,1700,Q49757 | Q40348 | Q36180,poète ou poétesse | avocat ou avocate | écrivain ou écrivaine
http://www.wikidata.org/entity/Q3017907,Q3017907,David Fordyce,1711-01-01T00:00:00Z,1711,Q4964182 | Q1234713 | Q1622272 | Q36180,philosophe | théologien ou théologienne | professeur d'université | écrivain ou écrivaine
http://www.wikidata.org/entity/Q3018048,Q3018048,David Hassine,1722-01-01T00:00:00Z,1722,Q133485 | Q49757,rabbin | poète ou poétesse
http://www.wikidata.org/entity/Q3020859,Q3020859,Deborah Franklin,1708-02-14T00:00:00Z,1708,Q36180,écrivain ou écrivaine
http://www.wikidata.org/entity/Q3021602,Q3021602,Nicolas La Grange,1707-01-01T00:00:00Z,1707,Q14467526 | Q333634 | Q36180 | Q214917,linguiste | traducteur ou traductrice | écrivain ou écrivaine | dramaturge
http://www.wikidata.org/entity/Q30230603,Q30230603,Béat de Hennezel,1733-10-17T00:00:00Z,1733,Q15296811 | Q42973 | Q49757,dessinateur ou dessinatrice | architecte | poète ou poétesse
http://www.wikidata.org/entity/Q30234184,Q30234184,Marco Lastri,1731-03-06T00:00:00Z,1731,Q36180 | Q1781198 | Q6673651,écrivain ou écrivaine | agronome | homme ou femme de lettres
http://www.wikidata.org/entity/Q30235471,Q30235471,Heinrich Gottlieb Schmieder,1763-06-03T00:00:00Z,1763,Q214917 | Q8178443,dramaturge | librettiste
http://www.wikidata.org/entity/Q3023640,Q3023640,Jan-Baptist Baude,1734-01-23T00:00:00Z,1734,Q49757,poète ou poétesse
http://www.wikidata.org/entity/Q3024383,Q3024383,Desfontaines-Lavallée,1733-01-01T00:00:00Z,1733,Q36180 | Q214917 | Q182436 | Q8178443,écrivain ou écrivaine | dramaturge | bibliothécaire | librettiste
http://www.wikidata.org/entity/Q3024390,Q3024390,Desforges,1746-09-15T00:00:00Z,1746,Q33999 | Q36180 | Q214917,acteur ou actrice | écrivain ou écrivaine | dramaturge
http://www.wikidata.org/entity/Q3026224,Q3026224,Diane Louise Augustine de Polignac,1746-10-14T00:00:00Z,1746,Q36180 | Q715222,écrivain ou écrivaine | dame de compagnie
http://www.wikidata.org/entity/Q3026884,Q3026884,Didier-François d'Arclais de Montamy,1702-01-01T00:00:00Z,1702,Q36180 | Q744738 | Q333634 | Q901,écrivain ou écrivaine | encyclopédiste | traducteur ou traductrice | scientifique
http://www.wikidata.org/entity/Q3028676,Q3028676,Diogo Barbosa Machado,1682-03-31T00:00:00Z,1682,Q36180 | Q201788,écrivain ou écrivaine | historien ou historienne
http://www.wikidata.org/entity/Q30301505,Q30301505,Pasquale de Mattei,1705-04-04T00:00:00Z,1705,Q36180,écrivain ou écrivaine
http://www.wikidata.org/entity/Q30303934,Q30303934,Edme Ferlet,1750-01-01T00:00:00Z,1750,Q36180,écrivain ou écrivaine
http://www.wikidata.org/entity/Q3030955,Q3030955,Tayumanavar,1705-01-01T00:00:00Z,1705,Q4964182 | Q49757,philosophe | poète ou poétesse
http://www.wikidata.org/entity/Q30345854,Q30345854,Kazimierz Ignacy Niesiołowski,1676-01-01T00:00:00Z,1676,Q36180,écrivain ou écrivaine
http://www.wikidata.org/entity/Q3034926,Q3034926,Dominique-Vincent Ramel-Nogaret,1760-11-03T00:00:00Z,1760,Q82955 | Q188094 | Q40348 | Q11774202 | Q599151,personnalité politique | économiste | avocat ou avocate | essayiste | haut fonctionnaire ou haute fonctionnaire
http://www.wikidata.org/entity/Q3035422,Q3035422,Dominique Ricard,1741-03-23T00:00:00Z,1741,Q36180 | Q333634 | Q18916625 | Q37226 | Q49757,écrivain ou écrivaine | traducteur ou traductrice | helléniste | enseignant ou enseignante | poète ou poétesse
http://www.wikidata.org/entity/Q3037183,Q3037183,Dorothy Ripley,1767-01-01T00:00:00Z,1767,Q219477 | Q36180,missionnaire | écrivain ou écrivaine
http://www.wikidata.org/entity/Q3037277,Q3037277,Louis Archambault Dorvigny,1742-03-30T00:00:00Z,1742,Q33999 | Q214917,acteur ou actrice | dramaturge
http://www.wikidata.org/entity/Q3041146,Q3041146,Dumaniant,1752-04-11T00:00:00Z,1752,Q33999 | Q214917,acteur ou actrice | dramaturge
http://www.wikidata.org/entity/Q3043678,Q3043678,Étienne Dumont,1759-01-18T00:00:00Z,1759,Q82955 | Q36180 | Q333634 | Q152002,personnalité politique | écrivain ou écrivaine | traducteur ou traductrice | pasteur
http://www.wikidata.org/entity/Q3044508,Q3044508,Démétrius Stephanopoli de Comnène,1749-01-01T00:00:00Z,1749,Q189290 | Q36180,officier | écrivain ou écrivaine
http://www.wikidata.org/entity/Q3047406,Q3047406,José María Blanco White,1775-07-11T00:00:00Z,1775,Q36180 | Q1930187 | Q250867 | Q1234713 | Q49757 | Q3409375,écrivain ou écrivaine | journaliste | prêtre catholique | théologien ou théologienne | poète ou poétesse | prêtre anglican
http://www.wikidata.org/entity/Q3047682,Q3047682,Edme-Louis Billardon de Sauvigny,1738-03-15T00:00:00Z,1738,Q1930187 | Q49757 | Q214917,journaliste | poète ou poétesse | dramaturge
http://www.wikidata.org/entity/Q3047880,Q3047880,Edmond Jean François Barbier,1689-01-16T00:00:00Z,1689,Q36180 | Q201788 | Q40348,écrivain ou écrivaine | historien ou historienne | avocat ou avocate
http://www.wikidata.org/entity/Q30500554,Q30500554,Luise Hölder,1763-02-24T00:00:00Z,1763,Q36180 | Q214917,écrivain ou écrivaine | dramaturge
http://www.wikidata.org/entity/Q3050684,Q3050684,Elena Balletti,1686-04-27T00:00:00Z,1686,Q33999 | Q214917 | Q36180 | Q2259451,acteur ou actrice | dramaturge | écrivain ou écrivaine | acteur ou actrice de théâtre
http://www.wikidata.org/entity/Q3050892,Q3050892,Elia Morpurgo,1730-01-01T00:00:00Z,1730,Q133485 | Q18242306 | Q36180 | Q333634 | Q974144 | Q6606110,rabbin | négociant | écrivain ou écrivaine | traducteur ou traductrice | éducateur ou éducatrice | industriel ou industrielle
http://www.wikidata.org/entity/Q3050995,Q3050995,Elijah Fenton,1683-05-20T00:00:00Z,1683,Q49757 | Q36180,poète ou poétesse | écrivain ou écrivaine
http://www.wikidata.org/entity/Q3051222,Q3051222,Elizabeth Heyrick,1769-12-04T00:00:00Z,1769,Q36180 | Q18510179,écrivain ou écrivaine | abolitionniste
http://www.wikidata.org/entity/Q3051259,Q3051259,Elizabeth Porter,1689-01-01T00:00:00Z,1689,Q36180,écrivain ou écrivaine
http://www.wikidata.org/entity/Q3051916,Q3051916,Elzéar de Sabran,1774-05-18T00:00:00Z,1774,Q36180,écrivain ou écrivaine
http://www.wikidata.org/entity/Q3052363,Q3052363,Emily Clark,1701-01-01T00:00:00Z,1701,Q6625963 | Q49757 | Q1028181 | Q36180,romancier ou romancière | poète ou poétesse | artiste peintre | écrivain ou écrivaine
http://www.wikidata.org/entity/Q3052692,Q3052692,Emmanuel Dupaty,1775-07-30T00:00:00Z,1775,Q13391399 | Q1930187 | Q214917 | Q36180 | Q10669499,chansonnier | journaliste | dramaturge | écrivain ou écrivaine | officier de marine
http://www.wikidata.org/entity/Q30542843,Q30542843,Jean Chas,1750-01-01T00:00:00Z,1750,Q40348 | Q36180,avocat ou avocate | écrivain ou écrivaine
http://www.wikidata.org/entity/Q3056862,Q3056862,Ernst Brandes,1768-01-01T00:00:00Z,1768,Q36180,écrivain ou écrivaine
http://www.wikidata.org/entity/Q3057385,Q3057385,Ernst de Munnich,1707-12-30T00:00:00Z,1707,Q193391 | Q1483709 | Q82955 | Q36180,diplomate | propriétaire terrien ou propriétaire terrienne | personnalité politique | écrivain ou écrivaine
http://www.wikidata.org/entity/Q3058527,Q3058527,Esprit-Joseph Chaudon,1738-01-01T00:00:00Z,1738,Q36180 | Q10429346,écrivain ou écrivaine | bibliographe
http://www.wikidata.org/entity/Q3061046,Q3061046,Eustache Degola,1761-09-20T00:00:00Z,1761,Q36180 | Q831474,écrivain ou écrivaine | prêtre chrétien
http://www.wikidata.org/entity/Q3061049,Q3061049,Eustache Guibaud,1711-09-18T00:00:00Z,1711,Q36180,écrivain ou écrivaine
http://www.wikidata.org/entity/Q30610900,Q30610900,Jonathan Briant,1726-08-31T00:00:00Z,1726,Q42603 | Q36180 | Q18939491,prêtre | écrivain ou écrivaine | diariste
http://www.wikidata.org/entity/Q3061110,Q3061110,Eusèbe de Salverte,1771-07-18T00:00:00Z,1771,Q13391399 | Q82955 | Q49757 | Q333634,chansonnier | personnalité politique | poète ou poétesse | traducteur ou traductrice
http://www.wikidata.org/entity/Q30611950,Q30611950,William Woodbridge,1755-09-14T00:00:00Z,1755,Q36180,écrivain ou écrivaine
http://www.wikidata.org/entity/Q3066474,Q3066474,Fanny Raoul,1771-12-19T00:00:00Z,1771,Q28692502 | Q11774202 | Q1930187 | Q36180,militant ou militante pour les droits des femmes | essayiste | journaliste | écrivain ou écrivaine
http://www.wikidata.org/entity/Q3066920,Q3066920,Farin de Hautemer,1685-11-26T00:00:00Z,1685,Q33999 | Q487596,acteur ou actrice | dramaturge
http://www.wikidata.org/entity/Q30715046,Q30715046,Jean-Louis Dupain-Triel,1722-11-26T00:00:00Z,1722,Q901402 | Q81096 | Q36180 | Q49757 | Q1607826 | Q1734662 | Q11569986,géographe | ingénieur | écrivain ou écrivaine | poète ou poétesse | éditeur ou éditrice | cartographe | graveur ou graveuse d'estampes
http://www.wikidata.org/entity/Q3071874,Q3071874,Filippo Buonamici,1705-02-26T00:00:00Z,1705,Q36180,écrivain ou écrivaine
http://www.wikidata.org/entity/Q30726981,Q30726981,Françoise Abeille de Keralio,1727-02-14T00:00:00Z,1727,Q333634 | Q6625963,traducteur ou traductrice | romancier ou romancière
http://www.wikidata.org/entity/Q30727328,Q30727328,Charles Hubert,1750-01-01T00:00:00Z,1750,Q214917,dramaturge
http://www.wikidata.org/entity/Q30727772,Q30727772,Ottaviano Diodati,1716-10-05T00:00:00Z,1716,Q36180,écrivain ou écrivaine
http://www.wikidata.org/entity/Q3076784,Q3076784,Kameda Bōsai,1752-10-21T00:00:00Z,1752,Q1028181 | Q36180 | Q49757 | Q3303330,artiste peintre | écrivain ou écrivaine | poète ou poétesse | calligraphe
http://www.wikidata.org/entity/Q3078548,Q3078548,Fortunato Bartolomeo De Felice,1723-08-24T00:00:00Z,1723,Q14972848 | Q14467526 | Q36180 | Q201788 | Q901 | Q4964182,lexicographe | linguiste | écrivain ou écrivaine | historien ou historienne | scientifique | philosophe
http://www.wikidata.org/entity/Q3080944,Q3080944,Francesco D'Alberti di Villanova,1737-09-21T00:00:00Z,1737,Q14467526 | Q14972848 | Q333634 | Q36180,linguiste | lexicographe | traducteur ou traductrice | écrivain ou écrivaine
http://www.wikidata.org/entity/Q3080975,Q3080975,Francesco Gritti,1740-11-12T00:00:00Z,1740,Q49757 | Q333634,poète ou poétesse | traducteur ou traductrice
http://www.wikidata.org/entity/Q3081083,Q3081083,Francesco Saverio Salfi,1759-01-01T00:00:00Z,1759,Q82955 | Q36180 | Q8178443 | Q214917 | Q6673651,personnalité politique | écrivain ou écrivaine | librettiste | dramaturge | homme ou femme de lettres
http://www.wikidata.org/entity/Q3081539,Q3081539,Francis Lathom,1774-07-14T00:00:00Z,1774,Q6625963 | Q214917,romancier ou romancière | dramaturge
http://www.wikidata.org/entity/Q3081806,Q3081806,Francisco Arrango y Parreño,1765-05-22T00:00:00Z,1765,Q82955 | Q1549283 | Q11774202,personnalité politique | propriétaire terrien | essayiste
http://www.wikidata.org/entity/Q3081968,Q3081968,Francisco de Paula Martí Mora,1761-01-01T00:00:00Z,1761,Q214917 | Q329439,dramaturge | orfèvre graveur ou graveuse
http://www.wikidata.org/entity/Q3083281,Q3083281,François-Antoine Chevrier,1721-10-11T00:00:00Z,1721,Q214917,dramaturge
http://www.wikidata.org/entity/Q3083283,Q3083283,François-Antoine Devaux,1712-09-16T00:00:00Z,1712,Q49757 | Q214917,poète ou poétesse | dramaturge
http://www.wikidata.org/entity/Q3083296,Q3083296,François-Arnoul Poisson de Roinville,1696-03-15T00:00:00Z,1696,Q33999 | Q214917,acteur ou actrice | dramaturge
http://www.wikidata.org/entity/Q3083300,Q3083300,François-Auguste Fauveau de Frénilly,1768-11-14T00:00:00Z,1768,Q49757 | Q193391 | Q36180 | Q82955,poète ou poétesse | diplomate | écrivain ou écrivaine | personnalité politique
http://www.wikidata.org/entity/Q3083366,Q3083366,François-Félix Nogaret,1740-11-04T00:00:00Z,1740,Q36180,écrivain ou écrivaine
http://www.wikidata.org/entity/Q3083388,Q3083388,François-Henri d'Harcourt,1726-01-12T00:00:00Z,1726,Q82955 | Q36180,personnalité politique | écrivain ou écrivaine
http://www.wikidata.org/entity/Q3083414,Q3083414,François-Joachim Duport du Tertre,1716-01-01T00:00:00Z,1716,Q36180,écrivain ou écrivaine
http://www.wikidata.org/entity/Q3083416,Q3083416,François-Jean Willemain d'Abancourt,1745-07-22T00:00:00Z,1745,Q49757 | Q36180 | Q214917 | Q333634 | Q3064032 | Q18120029,poète ou poétesse | écrivain ou écrivaine | dramaturge | traducteur ou traductrice | fabuliste | bibliophile
http://www.wikidata.org/entity/Q3083421,Q3083421,François-Joseph-Marie Fayolle,1774-08-15T00:00:00Z,1774,Q14915627 | Q36180 | Q170790,musicologue | écrivain ou écrivaine | mathématicien ou mathématicienne
http://www.wikidata.org/entity/Q3083432,Q3083432,François-Joseph Desbillons,1711-01-08T00:00:00Z,1711,Q49757 | Q42603 | Q36180,poète ou poétesse | prêtre | écrivain ou écrivaine
http://www.wikidata.org/entity/Q3083459,Q3083459,François-Joseph Lange de La Maltière,1730-01-01T00:00:00Z,1730,Q49757 | Q169470,poète ou poétesse | physicien ou physicienne
http://www.wikidata.org/entity/Q3083494,Q3083494,François-Louis Gand Le Bland Du Roullet,1716-04-11T00:00:00Z,1716,Q193391 | Q8178443 | Q214917,diplomate | librettiste | dramaturge
http://www.wikidata.org/entity/Q3083508,Q3083508,François-Louis Riboutté,1770-01-01T00:00:00Z,1770,Q214917,dramaturge
http://www.wikidata.org/entity/Q3083512,Q3083512,François-Louis Suleau,1758-08-29T00:00:00Z,1758,Q16254673,pamphlétaire
http://www.wikidata.org/entity/Q3083517,Q3083517,François-Louis Perne,1772-10-04T00:00:00Z,1772,Q36834 | Q177220 | Q14915627 | Q36180 | Q201788,compositeur ou compositrice | chanteur ou chanteuse | musicologue | écrivain ou écrivaine | historien ou historienne
http://www.wikidata.org/entity/Q3083566,Q3083566,François-Marie de Marsy,1714-01-01T00:00:00Z,1714,Q49757 | Q333634,poète ou poétesse | traducteur ou traductrice
http://www.wikidata.org/entity/Q3083576,Q3083576,François-Melchior Chaudon,1739-10-12T00:00:00Z,1739,Q864380,biographe
http://www.wikidata.org/entity/Q3083577,Q3083577,François-Michel-Chrétien Deschamps,1688-09-14T00:00:00Z,1688,Q214917,dramaturge
http://www.wikidata.org/entity/Q3083844,Q3083844,François Arnaud,1721-07-27T00:00:00Z,1721,Q14467526 | Q182436 | Q250867 | Q36180 | Q13418253 | Q2468727 | Q1930187 | Q14915627,linguiste | bibliothécaire | prêtre catholique | écrivain ou écrivaine | philologue | érudit classique | journaliste | musicologue
http://www.wikidata.org/entity/Q3083975,Q3083975,François Bigottini,1717-01-01T00:00:00Z,1717,Q33999 | Q214917,acteur ou actrice | dramaturge
http://www.wikidata.org/entity/Q3084008,Q3084008,François Boissel,1728-04-27T00:00:00Z,1728,Q4964182 | Q40348 | Q36180,philosophe | avocat ou avocate | écrivain ou écrivaine
http://www.wikidata.org/entity/Q3084011,Q3084011,François Blanchet,1707-01-26T00:00:00Z,1707,Q36180,écrivain ou écrivaine
http://www.wikidata.org/entity/Q3084307,Q3084307,François Cotigny,1678-01-16T00:00:00Z,1678,Q13391399,chansonnier
http://www.wikidata.org/entity/Q3084476,Q3084476,François Dominique de Reynaud de Montlosier,1755-04-16T00:00:00Z,1755,Q82955 | Q11774202 | Q6051619,personnalité politique | essayiste | publiciste
http://www.wikidata.org/entity/Q3084985,Q3084985,François Joseph Pamphile de Lacroix,1774-06-01T00:00:00Z,1774,Q36180,écrivain ou écrivaine
http://www.wikidata.org/entity/Q3085005,Q3085005,François Jourgniac de Saint-Méard,1745-01-01T00:00:00Z,1745,Q1930187 | Q214917,journaliste | dramaturge
http://www.wikidata.org/entity/Q3085121,Q3085121,François Le Prévost d'Exmes,1729-09-09T00:00:00Z,1729,Q36180 | Q214917 | Q333634 | Q8178443 | Q4263842,écrivain ou écrivaine | dramaturge | traducteur ou traductrice | librettiste | critique littéraire
http://www.wikidata.org/entity/Q3085288,Q3085288,François-Marie Froment,1759-06-09T00:00:00Z,1759,Q12716225 | Q36180 | Q40348,contre-révolutionnaire | écrivain ou écrivaine | avocat ou avocate
http://www.wikidata.org/entity/Q3085510,Q3085510,François Parfaict,1698-05-10T00:00:00Z,1698,Q214917 | Q201788,dramaturge | historien ou historienne
