context_family,wikidata_id,person_id,name,place_role,place_id,place_label,matched_token_ids,matched_token_labels,direct_country_ids,direct_country_labels,admin_country_ids,admin_country_labels,context_country_ids,context_country_labels,admin_entity_ids,admin_entity_labels
British Empire/colonial context,http://www.wikidata.org/entity/Q88769365,Q88769365,Elizabeth Elkins Sanders,death_place,Q54140,Salem,Q179997,Thirteen Colonies,Q30,États-Unis,Q161885 | Q179876 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q161885 | Q179876 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q54076 | Q771 | Q2079909 | Q30 | Q179997,comté d'Essex | Massachusetts | province de la Baie-du-Massachusetts | États-Unis | Treize colonies
British Empire/colonial context,http://www.wikidata.org/entity/Q5362892,Q5362892,Elizabeth Gwillim,death_place,Q1352,Madras,Q129286 | Q2001966 | Q8680,British Raj | Company rule in India | British Empire,Q668 | Q2001966 | Q129286,Inde | domination de la Compagnie britannique des Indes orientales en Inde | Raj britannique,Q129286 | Q668 | Q8680,Raj britannique | Inde | Empire britannique,Q129286 | Q2001966 | Q668 | Q8680,Raj britannique | domination de la Compagnie britannique des Indes orientales en Inde | Inde | Empire britannique,Q15116 | Q1445 | Q2618458 | Q1772596 | Q668 | Q129286,district de Madras | Tamil Nadu | État de Madras | Présidence de Madras | Inde | Raj britannique
British Empire/colonial context,http://www.wikidata.org/entity/Q5363475,Q5363475,Elizabeth Schuyler Hamilton,birth_place,Q24861,Albany,Q179997 | Q258532,Thirteen Colonies | British America,Q30,États-Unis,Q161885 | Q179876 | Q258532 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | Amérique britannique | États-Unis,Q161885 | Q179876 | Q258532 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | Amérique britannique | États-Unis,Q108408 | Q1384 | Q769668 | Q30 | Q179997,comté d'Albany | New York | Province de New York | États-Unis | Treize colonies
British Empire/colonial context,http://www.wikidata.org/entity/Q5363475,Q5363475,Elizabeth Schuyler Hamilton,residence,Q24861,Albany,Q179997 | Q258532,Thirteen Colonies | British America,Q30,États-Unis,Q161885 | Q179876 | Q258532 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | Amérique britannique | États-Unis,Q161885 | Q179876 | Q258532 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | Amérique britannique | États-Unis,Q108408 | Q1384 | Q769668 | Q30 | Q179997,comté d'Albany | New York | Province de New York | États-Unis | Treize colonies
British Empire/colonial context,http://www.wikidata.org/entity/Q5363475,Q5363475,Elizabeth Schuyler Hamilton,residence,Q1666617,Schuyler Mansion,Q258532,British America,Q30,États-Unis,Q161885 | Q179876 | Q258532 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | Amérique britannique | États-Unis,Q161885 | Q179876 | Q258532 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | Amérique britannique | États-Unis,Q24861 | Q108408 | Q1384 | Q769668,Albany | comté d'Albany | New York | Province de New York
British Empire/colonial context,http://www.wikidata.org/entity/Q18810699,Q18810699,Elizabeth Scott,death_place,Q755202,Wethersfield,Q179997 | Q258532,Thirteen Colonies | British America,Q30 | Q258532 | Q779,États-Unis | Amérique britannique | Connecticut,Q161885 | Q179876 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q161885 | Q179876 | Q258532 | Q30 | Q779,royaume de Grande-Bretagne | royaume d'Angleterre | Amérique britannique | États-Unis | Connecticut,Q117286854 | Q54236 | Q779 | Q951500 | Q30 | Q179997,région de planification du Capitole | comté de Hartford | Connecticut | colonie du Connecticut | États-Unis | Treize colonies
British Empire/colonial context,http://www.wikidata.org/entity/Q5379421,Q5379421,Enos Bronson,birth_place,Q49178,Waterbury,Q179997,Thirteen Colonies,Q30,États-Unis,Q161885 | Q179876 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q161885 | Q179876 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q117286946 | Q54234 | Q779 | Q951500 | Q30 | Q179997,Vallée de Naugatuck | comté de New Haven | Connecticut | colonie du Connecticut | États-Unis | Treize colonies
British Empire/colonial context,http://www.wikidata.org/entity/Q5422915,Q5422915,Eyles Irwin,birth_place,Q1348,Calcutta,Q129286 | Q2001966 | Q8680,British Raj | Company rule in India | British Empire,Q668 | Q129286 | Q2001966,Inde | Raj britannique | domination de la Compagnie britannique des Indes orientales en Inde,Q129286 | Q668 | Q8680,Raj britannique | Inde | Empire britannique,Q129286 | Q2001966 | Q668 | Q8680,Raj britannique | domination de la Compagnie britannique des Indes orientales en Inde | Inde | Empire britannique,Q817165 | Q2088496 | Q129286 | Q2001966 | Q1132340 | Q1356,présidence du Bengale | district de Calcutta | Raj britannique | domination de la Compagnie britannique des Indes orientales en Inde | division de la Présidence | Bengale-Occidental
British Empire/colonial context,http://www.wikidata.org/entity/Q123847379,Q123847379,Farad Faqir,birth_place,Q45303,district de Gujrat,Q129286 | Q8680,British Raj | British Empire,Q843,Pakistan,Q129286 | Q843 | Q8680,Raj britannique | Pakistan | Empire britannique,Q129286 | Q843 | Q8680,Raj britannique | Pakistan | Empire britannique,Q113561968 | Q2629708 | Q4478 | Q3246245 | Q129286 | Q843,Gujrat Division | Pendjab | West Punjab | Raj britannique | Pakistan
British Empire/colonial context,http://www.wikidata.org/entity/Q1194576,Q1194576,Fisher Ames,work_location,Q100,Boston,Q179997,Thirteen Colonies,Q30 | Q2079909 | Q1191350,États-Unis | province de la Baie-du-Massachusetts | Colonie de la baie du Massachusetts,Q1191350 | Q145 | Q161885 | Q179876 | Q2079909 | Q30,Colonie de la baie du Massachusetts | Royaume-Uni | royaume de Grande-Bretagne | royaume d'Angleterre | province de la Baie-du-Massachusetts | États-Unis,Q1191350 | Q145 | Q161885 | Q179876 | Q2079909 | Q30,Colonie de la baie du Massachusetts | Royaume-Uni | royaume de Grande-Bretagne | royaume d'Angleterre | province de la Baie-du-Massachusetts | États-Unis,Q54072 | Q771 | Q1191350 | Q2748571 | Q2079909 | Q30 | Q179997,comté de Suffolk | Massachusetts | Colonie de la baie du Massachusetts | Dominion de Nouvelle-Angleterre | province de la Baie-du-Massachusetts | États-Unis | Treize colonies
British Empire/colonial context,http://www.wikidata.org/entity/Q16859219,Q16859219,Francis Wilford,death_place,Q79980,Bénarès,Q129286 | Q8680,British Raj | British Empire,Q668 | Q129286 | Q33296,Inde | Raj britannique | Empire moghol,Q129286 | Q668 | Q8680,Raj britannique | Inde | Empire britannique,Q129286 | Q33296 | Q668 | Q8680,Raj britannique | Empire moghol | Inde | Empire britannique,Q1321140 | Q2478439 | Q3634604 | Q7889082 | Q2160037 | Q1375154 | Q1498 | Q129286 | Q1775277,district de Vārānasī | Division de Varanasi | United Provinces | United Provinces of British India | Provinces unies d'Agra et d'Oudh | État de Bénarès | Uttar Pradesh | Raj britannique | Union indienne
British Empire/colonial context,http://www.wikidata.org/entity/Q3101568,Q3101568,George Forster,death_place,Q1513,Nagpur,Q129286,British Raj,Q668,Inde,Q129286 | Q668,Raj britannique | Inde,Q129286 | Q668,Raj britannique | Inde,Q1797367 | Q305259 | Q1191 | Q2627082 | Q1188 | Q5061723 | Q521864,district de Nagpur | Division de Nagpur | Maharashtra | État de Bombay | Madhya Pradesh | Central Provinces and Berar | Central Provinces
British Empire/colonial context,http://www.wikidata.org/entity/Q23,Q23,George Washington,birth_place,Q494413,comté de Westmoreland,Q179997,Thirteen Colonies,Q30,États-Unis,Q161885 | Q179876 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q161885 | Q179876 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q1370 | Q1070529 | Q30 | Q179997 | Q161885,Virginie | Colonie de Virginie | États-Unis | Treize colonies | royaume de Grande-Bretagne
British Empire/colonial context,http://www.wikidata.org/entity/Q23,Q23,George Washington,residence,Q494413,comté de Westmoreland,Q179997,Thirteen Colonies,Q30,États-Unis,Q161885 | Q179876 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q161885 | Q179876 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q1370 | Q1070529 | Q30 | Q179997 | Q161885,Virginie | Colonie de Virginie | États-Unis | Treize colonies | royaume de Grande-Bretagne
British Empire/colonial context,http://www.wikidata.org/entity/Q314399,Q314399,George Whitefield,death_place,Q54134,Newburyport,Q179997,Thirteen Colonies,Q30,États-Unis,Q161885 | Q179876 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q161885 | Q179876 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q54076 | Q771 | Q2079909 | Q30 | Q179997,comté d'Essex | Massachusetts | province de la Baie-du-Massachusetts | États-Unis | Treize colonies
British Empire/colonial context,http://www.wikidata.org/entity/Q3630450,Q3630450,Guru Ghasidas,birth_place,Q12423658,Giraudpuri,Q129286,British Raj,Q668,Inde,Q129286 | Q668,Raj britannique | Inde,Q129286 | Q668,Raj britannique | Inde,Q15663455 | Q56489571 | Q1168 | Q1188 | Q5061723 | Q521864,District de Baloda Bazar | Raipur division | Chhattisgarh | Madhya Pradesh | Central Provinces and Berar | Central Provinces
British Empire/colonial context,http://www.wikidata.org/entity/Q18647627,Q18647627,Hadidas,birth_place,Q2087771,district de Jajpur,Q129286 | Q2001966 | Q8680,British Raj | Company rule in India | British Empire,Q668,Inde,Q129286 | Q668 | Q8680,Raj britannique | Inde | Empire britannique,Q129286 | Q668 | Q8680,Raj britannique | Inde | Empire britannique,Q56438869 | Q22048 | Q7102849 | Q4907084 | Q817165 | Q668 | Q129286 | Q2001966,Central division | Odisha | Orissa Province | Bihar and Orissa Province | présidence du Bengale | Inde | Raj britannique | domination de la Compagnie britannique des Indes orientales en Inde
British Empire/colonial context,http://www.wikidata.org/entity/Q16857656,Q16857656,Hafiz Alpuri,birth_place,Q3305883,Alpuri,Q129286 | Q8680,British Raj | British Empire,Q843,Pakistan,Q843 | Q8680,Pakistan | Empire britannique,Q843 | Q8680,Pakistan | Empire britannique,Q183314 | Q2379122 | Q843 | Q129286 | Q3247127 | Q4412467,Khyber Pakhtunkhwa | district de Shangla | Pakistan | Raj britannique | Division de Malakand | Province de la Frontière-du-Nord-Ouest
British Empire/colonial context,http://www.wikidata.org/entity/Q515868,Q515868,Hannah Adams,birth_place,Q2415851,Medfield,Q179997,Thirteen Colonies,Q30,États-Unis,Q1191350 | Q145 | Q161885 | Q179876 | Q2079909 | Q30,Colonie de la baie du Massachusetts | Royaume-Uni | royaume de Grande-Bretagne | royaume d'Angleterre | province de la Baie-du-Massachusetts | États-Unis,Q1191350 | Q145 | Q161885 | Q179876 | Q2079909 | Q30,Colonie de la baie du Massachusetts | Royaume-Uni | royaume de Grande-Bretagne | royaume d'Angleterre | province de la Baie-du-Massachusetts | États-Unis,Q54079 | Q54072 | Q771 | Q1191350 | Q2748571 | Q2079909 | Q30 | Q179997,comté de Norfolk | comté de Suffolk | Massachusetts | Colonie de la baie du Massachusetts | Dominion de Nouvelle-Angleterre | province de la Baie-du-Massachusetts | États-Unis | Treize colonies
British Empire/colonial context,http://www.wikidata.org/entity/Q515868,Q515868,Hannah Adams,death_place,Q49142,Brookline,Q179997,Thirteen Colonies,Q30,États-Unis,Q1191350 | Q145 | Q161885 | Q179876 | Q2079909 | Q30,Colonie de la baie du Massachusetts | Royaume-Uni | royaume de Grande-Bretagne | royaume d'Angleterre | province de la Baie-du-Massachusetts | États-Unis,Q1191350 | Q145 | Q161885 | Q179876 | Q2079909 | Q30,Colonie de la baie du Massachusetts | Royaume-Uni | royaume de Grande-Bretagne | royaume d'Angleterre | province de la Baie-du-Massachusetts | États-Unis,Q54079 | Q54072 | Q771 | Q1191350 | Q2748571 | Q2079909 | Q30 | Q179997,comté de Norfolk | comté de Suffolk | Massachusetts | Colonie de la baie du Massachusetts | Dominion de Nouvelle-Angleterre | province de la Baie-du-Massachusetts | États-Unis | Treize colonies
British Empire/colonial context,http://www.wikidata.org/entity/Q5648888,Q5648888,Hannah Mather Crocker,birth_place,Q100,Boston,Q179997,Thirteen Colonies,Q30 | Q2079909 | Q1191350,États-Unis | province de la Baie-du-Massachusetts | Colonie de la baie du Massachusetts,Q1191350 | Q145 | Q161885 | Q179876 | Q2079909 | Q30,Colonie de la baie du Massachusetts | Royaume-Uni | royaume de Grande-Bretagne | royaume d'Angleterre | province de la Baie-du-Massachusetts | États-Unis,Q1191350 | Q145 | Q161885 | Q179876 | Q2079909 | Q30,Colonie de la baie du Massachusetts | Royaume-Uni | royaume de Grande-Bretagne | royaume d'Angleterre | province de la Baie-du-Massachusetts | États-Unis,Q54072 | Q771 | Q1191350 | Q2748571 | Q2079909 | Q30 | Q179997,comté de Suffolk | Massachusetts | Colonie de la baie du Massachusetts | Dominion de Nouvelle-Angleterre | province de la Baie-du-Massachusetts | États-Unis | Treize colonies
British Empire/colonial context,http://www.wikidata.org/entity/Q441515,Q441515,Hannah Webster Foster,birth_place,Q2002947,Salisbury,Q179997,Thirteen Colonies,Q30,États-Unis,Q161885 | Q179876 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q161885 | Q179876 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q54076 | Q771 | Q2079909 | Q30 | Q179997,comté d'Essex | Massachusetts | province de la Baie-du-Massachusetts | États-Unis | Treize colonies
British Empire/colonial context,http://www.wikidata.org/entity/Q441515,Q441515,Hannah Webster Foster,birth_place,Q54076,comté d'Essex,Q179997,Thirteen Colonies,Q30,États-Unis,Q161885 | Q179876 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q161885 | Q179876 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q771 | Q2079909 | Q30 | Q179997 | Q161885,Massachusetts | province de la Baie-du-Massachusetts | États-Unis | Treize colonies | royaume de Grande-Bretagne
British Empire/colonial context,http://www.wikidata.org/entity/Q1586268,Q1586268,Harrison Gray Otis,birth_place,Q100,Boston,Q179997,Thirteen Colonies,Q30 | Q2079909 | Q1191350,États-Unis | province de la Baie-du-Massachusetts | Colonie de la baie du Massachusetts,Q1191350 | Q145 | Q161885 | Q179876 | Q2079909 | Q30,Colonie de la baie du Massachusetts | Royaume-Uni | royaume de Grande-Bretagne | royaume d'Angleterre | province de la Baie-du-Massachusetts | États-Unis,Q1191350 | Q145 | Q161885 | Q179876 | Q2079909 | Q30,Colonie de la baie du Massachusetts | Royaume-Uni | royaume de Grande-Bretagne | royaume d'Angleterre | province de la Baie-du-Massachusetts | États-Unis,Q54072 | Q771 | Q1191350 | Q2748571 | Q2079909 | Q30 | Q179997,comté de Suffolk | Massachusetts | Colonie de la baie du Massachusetts | Dominion de Nouvelle-Angleterre | province de la Baie-du-Massachusetts | États-Unis | Treize colonies
British Empire/colonial context,http://www.wikidata.org/entity/Q1586268,Q1586268,Harrison Gray Otis,death_place,Q100,Boston,Q179997,Thirteen Colonies,Q30 | Q2079909 | Q1191350,États-Unis | province de la Baie-du-Massachusetts | Colonie de la baie du Massachusetts,Q1191350 | Q145 | Q161885 | Q179876 | Q2079909 | Q30,Colonie de la baie du Massachusetts | Royaume-Uni | royaume de Grande-Bretagne | royaume d'Angleterre | province de la Baie-du-Massachusetts | États-Unis,Q1191350 | Q145 | Q161885 | Q179876 | Q2079909 | Q30,Colonie de la baie du Massachusetts | Royaume-Uni | royaume de Grande-Bretagne | royaume d'Angleterre | province de la Baie-du-Massachusetts | États-Unis,Q54072 | Q771 | Q1191350 | Q2748571 | Q2079909 | Q30 | Q179997,comté de Suffolk | Massachusetts | Colonie de la baie du Massachusetts | Dominion de Nouvelle-Angleterre | province de la Baie-du-Massachusetts | États-Unis | Treize colonies
British Empire/colonial context,http://www.wikidata.org/entity/Q5678981,Q5678981,Hashim,death_place,Q585651,Ajnala,Q129286,British Raj,Q668,Inde,Q129286 | Q668,Raj britannique | Inde,Q129286 | Q668,Raj britannique | Inde,Q202822 | Q56508194 | Q22424 | Q2354639 | Q2629708,district d'Amritsar | Jalandhar division | Pendjab | Pendjab-Oriental
British Empire/colonial context,http://www.wikidata.org/entity/Q983299,Q983299,Hazin Lahiji,death_place,Q79980,Bénarès,Q129286 | Q8680,British Raj | British Empire,Q668 | Q129286 | Q33296,Inde | Raj britannique | Empire moghol,Q129286 | Q668 | Q8680,Raj britannique | Inde | Empire britannique,Q129286 | Q33296 | Q668 | Q8680,Raj britannique | Empire moghol | Inde | Empire britannique,Q1321140 | Q2478439 | Q3634604 | Q7889082 | Q2160037 | Q1375154 | Q1498 | Q129286 | Q1775277,district de Vārānasī | Division de Varanasi | United Provinces | United Provinces of British India | Provinces unies d'Agra et d'Oudh | État de Bénarès | Uttar Pradesh | Raj britannique | Union indienne
British Empire/colonial context,http://www.wikidata.org/entity/Q1289062,Q1289062,Henri La Fayette Villaume Ducoudray Holstein,death_place,Q24861,Albany,Q179997 | Q258532,Thirteen Colonies | British America,Q30,États-Unis,Q161885 | Q179876 | Q258532 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | Amérique britannique | États-Unis,Q161885 | Q179876 | Q258532 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | Amérique britannique | États-Unis,Q108408 | Q1384 | Q769668 | Q30 | Q179997,comté d'Albany | New York | Province de New York | États-Unis | Treize colonies
